"","Branches","Junctions","End_points_Voxels","Junction_Voxels","Slab_Voxels","Average_Branch_Length","Triple_Points","Quadruple_Points","Maximum_Branch_Length","replicate","Group","Batch","sample"
"15851",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15852",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15853",1,0,2,0,3,4.544,0,0,4.544,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15854",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15855",1,0,2,0,0,0.897,0,0,0.897,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15856",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15857",1,0,2,0,2,3.6,0,0,3.6,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15858",1,0,2,0,3,4.211,0,0,4.211,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15859",1,0,2,0,1,2.329,0,0,2.329,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15860",1,0,2,0,14,17.453,0,0,17.453,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15861",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15862",1,0,2,0,2,3.532,0,0,3.532,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15863",27,12,15,21,153,8.745,9,3,44.501,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15864",1,0,2,0,14,16.822,0,0,16.822,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15865",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15866",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15867",1,0,2,0,1,1.795,0,0,1.795,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15868",3,1,3,3,27,12.412,1,0,18.884,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15869",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15870",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15871",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15872",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15873",1,0,2,0,1,1.93,0,0,1.93,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15874",3,1,3,3,38,16.711,1,0,25.435,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15875",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15876",1,0,2,0,1,2.951,0,0,2.951,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15877",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15878",1,0,2,0,2,3.532,0,0,3.532,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15879",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15880",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15881",14,6,9,7,25,3.52,5,1,7.179,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15882",1,0,2,0,1,2.53,0,0,2.53,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15883",1,0,2,0,13,17.569,0,0,17.569,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15884",3,1,3,1,9,5.204,1,0,6.597,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15885",1,0,2,0,1,2.215,0,0,2.215,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15886",31,13,17,26,80,5.308,9,2,11.83,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15887",1,0,2,0,7,9.911,0,0,9.911,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15888",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15889",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15890",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15891",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15892",11,5,7,20,93,11.572,3,1,54.932,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15893",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15894",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15895",3,1,2,2,86,33.142,0,1,60.434,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15896",1,0,2,0,0,1.318,0,0,1.318,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15897",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15898",1,0,2,0,3,5.166,0,0,5.166,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15899",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15900",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15901",1,0,2,0,2,4.268,0,0,4.268,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15902",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15903",1,0,2,0,1,1.929,0,0,1.929,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15904",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15905",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15906",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15907",1,0,2,0,1,2.729,0,0,2.729,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15908",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15909",1,0,2,0,0,1.318,0,0,1.318,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15910",1,0,2,0,3,5.061,0,0,5.061,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15911",3,1,3,1,2,2.476,1,0,2.95,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15912",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15913",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15914",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15915",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15916",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15917",1,0,2,0,17,20.213,0,0,20.213,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15918",1,0,2,0,9,10.97,0,0,10.97,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15919",1,0,2,0,5,7.065,0,0,7.065,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15920",1,0,2,0,1,3.266,0,0,3.266,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15921",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15922",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15923",1,0,2,0,2,3.848,0,0,3.848,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15924",1,0,2,0,4,4.907,0,0,4.907,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15925",1,0,2,0,4,4.907,0,0,4.907,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15926",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15927",3,1,3,1,17,8.827,1,0,15.346,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15928",1,0,2,0,9,12.643,0,0,12.643,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15929",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15930",1,0,2,0,3,3.59,0,0,3.59,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15931",1,0,2,0,6,6.702,0,0,6.702,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15932",7,3,5,5,25,6.288,3,0,19.75,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15933",3,1,3,3,5,4.567,1,0,8.116,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15934",1,0,2,0,1,2.635,0,0,2.635,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15935",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15936",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15937",1,0,2,0,1,2.329,0,0,2.329,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15938",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15939",1,0,2,0,3,4.964,0,0,4.964,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15940",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15941",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15942",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15943",1,0,2,0,2,4.899,0,0,4.899,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15944",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15945",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15946",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15947",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15948",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15949",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15950",1,0,2,0,5,8.267,0,0,8.267,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15951",1,0,2,0,2,3.533,0,0,3.533,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15952",1,0,2,0,2,3.294,0,0,3.294,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15953",1,0,2,0,0,1.318,0,0,1.318,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15954",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15955",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15956",1,0,2,0,1,2.282,0,0,2.282,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15957",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15958",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15959",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15960",1,0,2,0,6,8.488,0,0,8.488,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15961",3,1,3,1,79,32.849,1,0,63.072,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15962",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15963",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15964",7,2,6,8,26,7.582,1,0,12.384,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15965",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15966",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15967",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15968",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15969",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15970",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15971",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15972",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15973",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15974",138,55,69,150,316,5.426,31,15,21.971,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15975",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15976",3,1,3,1,17,8.619,1,0,20.586,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15977",1,0,2,0,1,2.215,0,0,2.215,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15978",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15979",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15980",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15981",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15982",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15983",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15984",1,0,2,0,3,4.85,0,0,4.85,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15985",3,1,3,1,25,10.916,1,0,13.07,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15986",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15987",1,0,2,0,1,2.95,0,0,2.95,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15988",1,0,2,0,18,22.303,0,0,22.303,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15989",3,1,3,1,12,5.605,1,0,7.028,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15990",21,8,14,19,61,5.717,6,0,13.015,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15991",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15992",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15993",1,0,2,0,0,0.897,0,0,0.897,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15994",1,0,2,0,2,3.693,0,0,3.693,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15995",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15996",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15997",1,0,2,0,1,1.93,0,0,1.93,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15998",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"15999",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16000",1,0,2,0,3,4.325,0,0,4.325,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16001",1,0,2,0,1,2.215,0,0,2.215,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16002",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16003",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16004",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16005",27,11,15,21,63,4.922,8,1,14.082,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16006",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16007",1,0,2,0,1,2.215,0,0,2.215,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16008",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16009",1,0,2,0,14,18.991,0,0,18.991,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16010",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16011",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16012",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16013",1,0,2,0,3,4.43,0,0,4.43,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16014",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16015",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16016",1,0,2,0,5,6.54,0,0,6.54,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16017",3,1,3,1,32,14.991,1,0,23.823,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16018",1,0,2,0,7,7.179,0,0,7.179,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16019",5,2,4,4,14,5.313,2,0,14.389,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16020",1,0,2,0,1,2.329,0,0,2.329,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16021",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16022",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16023",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16024",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16025",1,0,2,0,0,1.364,0,0,1.364,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16026",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16027",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16028",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16029",1,0,2,0,4,4.907,0,0,4.907,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16030",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16031",1,0,2,0,2,3.962,0,0,3.962,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16032",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16033",14,6,9,9,37,4.951,5,1,9.749,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16034",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16035",1,0,2,0,1,1.929,0,0,1.929,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16036",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16037",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16038",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16039",8,3,6,7,61,10.72,2,1,20.565,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16040",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16041",7,3,5,3,19,4.878,3,0,8.754,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16042",1,0,2,0,7,8.822,0,0,8.822,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16043",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16044",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16045",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16046",1,0,2,0,3,4.85,0,0,4.85,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16047",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16048",1,0,2,0,19,24.987,0,0,24.987,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16049",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16050",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16051",1,0,2,0,1,2.598,0,0,2.598,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16052",1,0,2,0,1,2.282,0,0,2.282,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16053",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16054",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16055",1,0,2,0,2,3.428,0,0,3.428,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16056",1,0,2,0,12,15.314,0,0,15.314,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16057",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16058",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16059",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16060",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16061",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16062",1,0,2,0,4,4.907,0,0,4.907,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16063",1,0,2,0,21,24.155,0,0,24.155,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16064",5,2,4,2,23,6.97,2,0,20.776,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16065",1,0,2,0,2,3.294,0,0,3.294,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16066",1,0,2,0,1,2.215,0,0,2.215,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16067",1,0,2,0,4,5.643,0,0,5.643,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16068",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16069",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16070",1,0,2,0,9,12.774,0,0,12.774,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16071",6,2,5,7,19,6.635,1,1,11.365,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16072",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16073",1,0,2,0,8,10.283,0,0,10.283,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16074",1,0,2,0,3,4.259,0,0,4.259,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16075",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16076",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16077",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16078",1,0,2,0,1,1.795,0,0,1.795,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16079",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16080",1,0,2,0,0,1.318,0,0,1.318,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16081",9,4,6,4,89,12.464,4,0,41.712,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16082",1,0,2,0,3,3.859,0,0,3.859,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16083",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16084",1,0,2,0,1,1.93,0,0,1.93,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16085",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16086",0,0,1,0,0,0,0,0,0,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
"16087",1,0,2,0,0,0.965,0,0,0.965,"E6_KO_branch_4","KO@E7.5",1,"797.1_E6_KO"
